ID,Year_Birth,Education,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Total_Spent,Tenure_Days,Tenure_Months,Total_Purchases,Avg_Purchase_Value,High_Gold_Spender,Is_US
247,1971,Graduation,Married,"$36,715.00 ",1,0,2012-11-17,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,1,0,SP,54,357,4730,155.4,19,18.789473684210527,0,False
9463,1959,Graduation,Together,"$71,706.00 ",0,1,2012-11-13,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0,CA,66,1443,4734,155.5,25,57.72,0,False
1459,1966,PhD,Married,"$69,063.00 ",0,1,2012-11-07,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,SP,59,928,4740,155.7,14,66.28571428571429,0,False
9530,1988,Graduation,Married,"$24,645.00 ",1,0,2012-11-01,16,5,3,4,4,1,0,1,1,0,2,8,0,0,0,0,0,0,0,SA,37,17,4746,155.9,4,4.25,0,False
9653,1975,Graduation,Married,"$35,797.00 ",0,1,2012-10-16,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,SA,50,68,4762,156.4,7,9.714285714285714,0,False
10785,1969,Graduation,Married,"$44,078.00 ",1,1,2014-06-19,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,0,SA,56,41,4151,136.4,7,5.857142857142857,0,False
9392,1971,Graduation,Single,"$26,954.00 ",1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,54,17,4193,137.7,4,4.25,0,False
3769,1972,PhD,Together,,1,0,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,AUS,53,42,4260,139.9,5,8.4,0,False
10146,1972,PhD,Together,"$38,887.00 ",1,0,2014-03-02,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,AUS,53,42,4260,139.9,5,8.4,0,False
4741,1974,2n Cycle,Married,"$65,463.00 ",1,0,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,SP,51,562,4291,141.0,19,29.57894736842105,0,False
1880,1959,PhD,Together,"$53,537.00 ",1,1,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,IND,66,93,4291,141.0,8,11.625,0,False
6471,1971,Master,Single,"$36,230.00 ",1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,SP,54,59,4396,144.4,7,8.428571428571429,0,False
5718,1950,Graduation,Married,"$80,763.00 ",0,0,2013-08-15,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,1,0,SA,75,1415,4459,146.5,23,61.52173913043478,1,False
3478,1971,PhD,Married,"$60,585.00 ",1,1,2013-06-24,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,1,0,CA,54,736,4511,148.2,30,24.533333333333335,0,False
7848,1974,Graduation,Single,"$49,166.00 ",0,1,2013-06-13,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,IND,51,368,4522,148.6,13,28.307692307692307,1,False
7999,1955,PhD,Together,"$75,261.00 ",0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,1,0,SP,70,1743,4573,150.2,17,102.52941176470588,0,False
11101,1991,Graduation,Together,"$89,891.00 ",0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,AUS,34,836,4581,150.5,26,32.15384615384615,1,False
9212,1962,Master,Married,"$72,828.00 ",0,1,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,SP,63,1678,4641,152.5,28,59.92857142857143,1,False
10983,1952,Graduation,Together,"$75,278.00 ",0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,SA,73,930,4657,153.0,23,40.43478260869565,1,False
3629,1978,Graduation,Single,"$38,557.00 ",1,0,2012-12-19,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,CA,47,145,4698,154.3,9,16.11111111111111,0,False
4673,1963,PhD,Married,"$81,300.00 ",0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,1,0,SP,62,1241,4748,156.0,21,59.095238095238095,0,False
796,1965,2n Cycle,Divorced,"$60,161.00 ",0,1,2012-10-23,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,CA,60,1071,4755,156.2,26,41.19230769230769,1,False
618,1977,PhD,Married,"$69,389.00 ",0,1,2012-09-28,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,AUS,48,797,4780,157.0,22,36.22727272727273,0,False
380,1954,Graduation,Divorced,"$64,497.00 ",0,1,2012-09-10,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,1,0,SA,71,1804,4798,157.6,29,62.206896551724135,1,False
1092,1980,Graduation,Married,"$61,014.00 ",0,1,2012-08-11,17,269,129,495,182,43,29,4,9,3,4,7,0,0,0,0,0,0,0,IND,45,1147,4828,158.6,20,57.35,0,False
8962,1975,Master,Married,"$44,319.00 ",1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,SA,50,37,4214,138.4,7,5.285714285714286,0,False
8207,1957,2n Cycle,Married,"$53,233.00 ",0,1,2014-03-18,18,28,0,9,3,0,0,1,1,0,3,4,0,0,0,0,0,0,0,CA,68,40,4244,139.4,5,8.0,0,False
6521,1954,Graduation,Together,"$77,972.00 ",0,0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,SA,71,1101,4244,139.4,20,55.05,0,False
535,1987,Graduation,Divorced,"$81,361.00 ",0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,GER,38,778,4265,140.1,27,28.814814814814813,1,False
4608,1987,Graduation,Divorced,"$81,361.00 ",0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,1,0,SA,38,778,4265,140.1,27,28.814814814814813,1,False
11086,1984,Basic,Single,"$25,707.00 ",1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,SP,41,21,4303,141.4,5,4.2,0,False
1064,1971,PhD,Married,"$42,403.00 ",1,0,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,SP,54,42,4341,142.6,5,8.4,0,False
7000,1972,2n Cycle,Single,"$65,704.00 ",0,0,2013-10-13,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,GER,53,817,4400,144.5,23,35.52173913043478,1,False
1581,1980,Graduation,Married,"$37,406.00 ",1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,1,0,SP,45,17,4403,144.6,4,4.25,0,False
7384,1951,Master,Together,"$39,767.00 ",0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,SP,74,485,4484,147.3,17,28.529411764705884,0,False
10552,1979,2n Cycle,Married,"$54,210.00 ",0,1,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,SP,46,367,4546,149.3,14,26.214285714285715,0,False
6409,1967,Graduation,Divorced,"$57,136.00 ",0,0,2013-05-18,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,1,0,SA,58,1179,4548,149.4,20,58.95,1,False
9507,1975,Graduation,Married,"$40,794.00 ",0,1,2013-04-07,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,SP,50,434,4589,150.8,16,27.125,0,False
9560,1965,Graduation,Together,"$83,003.00 ",0,0,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,1,0,SP,60,1674,4624,151.9,22,76.0909090909091,1,False
10991,1960,Master,Married,"$89,058.00 ",0,0,2012-12-07,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,CA,65,850,4710,154.7,14,60.714285714285715,0,False
4712,1991,2n Cycle,Together,"$20,193.00 ",0,0,2012-11-28,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,SP,34,82,4719,155.0,7,11.714285714285714,0,False
11056,1974,Graduation,Married,"$72,099.00 ",0,0,2012-10-27,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,SP,51,1188,4751,156.1,18,66.0,0,False
7414,1971,Graduation,Married,"$43,824.00 ",1,1,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,SP,54,186,4793,157.5,12,15.5,0,False
3076,1975,Graduation,Together,"$66,653.00 ",1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,AUS,50,612,4801,157.7,22,27.818181818181817,0,False
6355,1978,Graduation,Married,"$44,359.00 ",1,1,2014-06-17,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,SP,47,45,4153,136.4,9,5.0,0,False
7959,1961,Graduation,Married,"$79,410.00 ",0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,SP,64,1370,4172,137.1,11,124.54545454545455,0,False
5512,1977,Master,Married,"$55,842.00 ",0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,SP,48,518,4178,137.3,17,30.470588235294116,0,False
10102,1966,Graduation,Widow,"$79,946.00 ",0,0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,SA,59,1478,4189,137.6,22,67.18181818181819,0,False
9369,1979,2n Cycle,Single,"$88,194.00 ",0,1,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,1,0,GER,46,1274,4243,139.4,32,39.8125,0,False
3711,1944,Master,Married,"$80,184.00 ",0,0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,SP,81,1902,4261,140.0,20,95.1,0,False
6931,1967,Graduation,Divorced,"$76,982.00 ",0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,1,0,SP,58,1062,4275,140.4,16,66.375,0,False
9596,1980,PhD,Single,"$65,295.00 ",0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,US,45,664,4329,142.2,20,33.2,0,True
2727,1973,Graduation,Together,"$57,100.00 ",0,0,2013-12-04,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,SA,52,409,4348,142.8,13,31.46153846153846,1,False
8416,1981,Graduation,Married,"$29,009.00 ",1,0,2013-11-29,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,US,44,44,4353,143.0,7,6.285714285714286,0,True
3967,1971,PhD,Married,"$78,931.00 ",0,0,2013-10-25,19,331,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0,CA,54,943,4388,144.2,24,39.291666666666664,0,False
2139,1975,Master,Married,"$7,500.00 ",1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,AUS,50,31,4411,144.9,8,3.875,0,False
2162,1976,Graduation,Married,"$56,939.00 ",0,1,2013-09-18,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,SP,49,561,4425,145.4,18,31.166666666666668,0,False
9242,1990,Graduation,Single,"$64,509.00 ",0,0,2013-08-17,19,836,185,575,24,25,77,1,6,3,9,4,1,0,0,0,0,1,0,SA,35,1722,4457,146.4,19,90.63157894736842,1,False
10595,1990,Graduation,Married,"$30,093.00 ",0,0,2013-07-08,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,SP,35,69,4497,147.7,6,11.5,0,False
4855,1974,PhD,Together,"$30,351.00 ",1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,1,0,US,51,46,4529,148.8,6,7.666666666666667,0,True
5049,1974,PhD,Together,"$30,351.00 ",1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,SP,51,46,4529,148.8,6,7.666666666666667,0,False
4967,1960,PhD,Together,"$38,201.00 ",0,1,2013-03-29,19,233,0,23,0,0,12,4,5,1,5,8,0,0,0,0,0,0,0,SA,65,268,4598,151.1,15,17.866666666666667,0,False
5255,1986,Graduation,Single,,1,0,2013-02-20,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,0,AUS,39,637,4635,152.3,27,23.59259259259259,1,False
9215,1980,PhD,Married,"$43,974.00 ",1,0,2012-12-12,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,CA,45,551,4705,154.6,21,26.238095238095237,1,False
3525,1970,Graduation,Together,"$38,200.00 ",1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,55,17,4710,154.7,4,4.25,0,False
3619,1960,2n Cycle,Divorced,"$87,305.00 ",0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,1,0,AUS,65,1152,4785,157.2,17,67.76470588235294,1,False
4415,1961,Graduation,Married,"$16,860.00 ",1,1,2012-09-12,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,SP,64,38,4796,157.6,8,4.75,0,False
3645,1972,PhD,Single,"$27,213.00 ",1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,1,0,SP,53,70,4809,158.0,9,7.777777777777778,0,False
4692,1976,Graduation,Married,"$7,500.00 ",1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,1,0,AUS,49,71,4838,158.9,12,5.916666666666667,0,False
3955,1965,Graduation,Divorced,"$4,861.00 ",0,0,2014-06-22,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,SA,60,6,4148,136.3,0,,0,False
5313,1971,Master,Married,"$38,196.00 ",1,1,2014-04-18,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0,SP,54,44,4213,138.4,9,4.888888888888889,0,False
7196,1950,PhD,Married,"$41,145.00 ",1,1,2014-02-08,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,CA,75,13,4282,140.7,4,3.25,0,False
1381,1982,PhD,Single,"$38,513.00 ",1,0,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,1,0,SP,43,324,4293,141.0,17,19.058823529411764,0,False
10951,1968,Graduation,Married,"$45,688.00 ",0,1,2014-01-25,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,SP,57,306,4296,141.1,14,21.857142857142858,0,False
4322,1958,PhD,Together,"$77,863.00 ",0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,SP,67,1291,4355,143.1,20,64.55,0,False
7444,1969,Master,Married,"$42,169.00 ",1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,SP,56,30,4394,144.3,6,5.0,0,False
2942,1964,Graduation,Single,"$45,906.00 ",0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,SP,61,486,4559,149.8,15,32.4,1,False
2874,1988,2n Cycle,Divorced,"$35,388.00 ",1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,SA,37,32,4620,151.8,5,6.4,0,False
3667,1969,Graduation,Married,"$80,952.00 ",0,0,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,1,0,GER,56,1757,4627,152.0,25,70.28,0,False
3697,1954,Graduation,Together,"$39,898.00 ",0,1,2013-02-12,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,CA,71,134,4643,152.5,9,14.88888888888889,0,False
9955,1954,Graduation,Together,"$39,898.00 ",0,1,2013-02-12,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,SP,71,134,4643,152.5,9,14.88888888888889,0,False
5320,1973,Master,Divorced,"$44,051.00 ",1,1,2013-01-29,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,1,0,SA,52,171,4657,153.0,12,14.25,0,False
6422,1954,Graduation,Married,"$86,718.00 ",0,0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,IND,71,1270,4669,153.4,17,74.70588235294117,1,False
3690,1986,Master,Married,"$80,141.00 ",0,0,2013-01-11,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,1,0,SP,39,2091,4675,153.6,22,95.04545454545455,0,False
2408,1976,Graduation,Married,"$58,597.00 ",1,1,2012-11-20,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,0,IND,49,733,4727,155.3,32,22.90625,0,False
9260,1945,PhD,Married,"$70,356.00 ",0,0,2012-11-05,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,CA,80,1706,4742,155.8,27,63.18518518518518,0,False
9648,1967,Graduation,Single,"$46,904.00 ",1,1,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,SP,58,253,4744,155.8,14,18.071428571428573,0,False
4939,1946,Graduation,Together,"$37,760.00 ",0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,US,79,317,4808,158.0,13,24.384615384615383,0,True
8652,1946,Graduation,Together,"$37,760.00 ",0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,SA,79,317,4808,158.0,13,24.384615384615383,0,False
4702,1964,Graduation,Single,"$61,839.00 ",0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,SP,61,1895,4827,158.6,17,111.47058823529412,1,False
2587,1972,PhD,Married,"$29,791.00 ",1,0,2014-05-15,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,AUS,53,20,4186,137.5,7,2.857142857142857,0,False
2811,1963,PhD,Single,"$48,918.00 ",1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,SP,62,62,4219,138.6,7,8.857142857142858,0,False
9150,1963,PhD,Single,"$48,918.00 ",1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,SP,62,62,4219,138.6,7,8.857142857142858,0,False
10127,1965,Graduation,Married,"$58,692.00 ",0,1,2014-04-06,21,301,11,61,4,7,11,1,8,2,4,7,0,0,0,0,0,0,0,CA,60,395,4225,138.8,15,26.333333333333332,0,False
5493,1976,Graduation,Married,"$39,356.00 ",1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,SP,49,23,4243,139.4,4,5.75,0,False
2666,1972,Master,Married,"$76,234.00 ",0,1,2014-02-06,21,519,50,167,130,0,41,1,8,3,11,3,0,1,0,0,0,0,0,CA,53,907,4284,140.7,23,39.43478260869565,0,False
10099,1984,Graduation,Married,"$55,434.00 ",1,0,2013-10-05,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,0,SA,41,882,4408,144.8,24,36.75,1,False
10562,1946,Master,Married,"$66,835.00 ",0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,IND,79,1033,4415,145.0,24,43.041666666666664,1,False
7881,1946,Master,Married,"$66,835.00 ",0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,SP,79,1033,4415,145.0,24,43.041666666666664,1,False
6721,1951,Graduation,Married,"$71,965.00 ",0,1,2013-07-29,21,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,0,CA,74,1213,4476,147.0,17,71.3529411764706,1,False
5204,1971,Graduation,Together,"$74,538.00 ",0,0,2013-06-29,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,1,0,SP,54,1461,4506,148.0,22,66.4090909090909,0,False
5209,1954,Graduation,Divorced,"$50,002.00 ",0,1,2013-06-17,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,0,SA,71,638,4518,148.4,19,33.578947368421055,1,False
10128,1958,Graduation,Together,"$53,977.00 ",0,1,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,CA,67,907,4527,148.7,27,33.592592592592595,1,False
9284,1958,Graduation,Together,"$53,977.00 ",0,1,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,SP,67,907,4527,148.7,27,33.592592592592595,1,False
8643,1971,Graduation,Together,"$69,930.00 ",0,0,2013-05-26,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,IND,54,1662,4540,149.1,22,75.54545454545455,1,False
1685,1967,PhD,Together,"$62,981.00 ",0,0,2013-03-17,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,CA,58,1482,4610,151.4,23,64.43478260869566,0,False
2877,1974,Master,Together,"$46,014.00 ",1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,SA,51,541,4665,153.3,26,20.807692307692307,0,False
8369,1987,Graduation,Together,"$18,227.00 ",1,0,2012-11-08,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,SP,38,28,4739,155.7,4,7.0,0,False
6233,1976,Graduation,Married,"$65,991.00 ",0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,SP,49,971,4801,157.7,27,35.96296296296296,0,False
195,1972,Graduation,Single,"$38,808.00 ",1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,1,0,SP,53,246,4813,158.1,14,17.571428571428573,0,False
1501,1982,PhD,Married,"$160,803.00 ",0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,US,43,1717,4835,158.8,44,39.02272727272727,0,True
10846,1978,Master,Married,"$43,783.00 ",1,0,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,CA,47,629,4172,137.1,22,28.59090909090909,1,False
8341,1969,PhD,Married,"$30,396.00 ",1,0,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,1,0,SP,56,34,4201,138.0,6,5.666666666666667,0,False
10766,1964,PhD,Married,"$65,526.00 ",0,1,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,SP,61,506,4220,138.6,17,29.764705882352942,0,False
9971,1964,PhD,Married,"$65,526.00 ",0,1,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,SA,61,506,4220,138.6,17,29.764705882352942,0,False
1740,1944,Graduation,Married,"$55,956.00 ",0,0,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,SP,81,999,4224,138.8,16,62.4375,0,False
8737,1978,Graduation,Divorced,"$55,563.00 ",0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,SP,47,43,4226,138.8,6,7.166666666666667,0,False
6466,1965,PhD,Married,"$57,236.00 ",1,1,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,SP,60,121,4250,139.6,10,12.1,0,False
10430,1973,Graduation,Divorced,"$89,694.00 ",1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,AUS,52,1472,4404,144.7,14,105.14285714285714,0,False
8773,1971,Master,Together,"$57,420.00 ",0,1,2013-06-25,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,US,54,322,4510,148.2,15,21.466666666666665,0,True
2371,1972,Graduation,Married,"$33,622.00 ",1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,GER,53,81,4583,150.6,9,9.0,0,False
7786,1986,PhD,Single,"$29,999.00 ",1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,SP,39,160,4642,152.5,12,13.333333333333334,0,False
4088,1962,PhD,Together,"$31,497.00 ",0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,SP,63,155,4711,154.8,10,15.5,0,False
4971,1962,PhD,Together,"$31,497.00 ",0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,SA,63,155,4711,154.8,10,15.5,0,False
10560,1980,PhD,Single,"$36,802.00 ",1,0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,SP,45,20,4154,136.5,5,4.0,0,False
6892,1968,Graduation,Divorced,"$61,671.00 ",0,1,2014-06-03,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,SP,57,732,4167,136.9,28,26.142857142857142,0,False
11004,1893,2n Cycle,Single,"$60,182.00 ",0,1,2014-05-17,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0,SA,132,22,4184,137.5,4,5.5,0,False
1818,1971,PhD,Together,"$29,732.00 ",1,0,2014-03-25,23,25,0,8,0,1,4,1,2,0,2,9,0,0,0,0,0,0,0,CA,54,38,4237,139.2,5,7.6,0,False
9485,1986,PhD,Married,"$45,921.00 ",0,0,2014-03-10,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,SA,39,199,4252,139.7,10,19.9,0,False
6646,1984,Graduation,Together,"$16,529.00 ",1,0,2014-03-01,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,CA,41,22,4261,140.0,5,4.4,0,False
4248,1960,Master,Single,"$98,777.00 ",0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,SP,65,2008,4273,140.4,19,105.6842105263158,0,False
7451,1960,Master,Single,"$98,777.00 ",0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,SP,65,2008,4273,140.4,19,105.6842105263158,0,False
7861,1952,Master,Married,"$77,027.00 ",0,1,2014-02-05,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,SP,73,1175,4285,140.8,19,61.8421052631579,0,False
5232,1965,Graduation,Married,"$69,139.00 ",0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,SP,60,227,4294,141.1,11,20.636363636363637,0,False
3011,1965,Graduation,Married,"$69,139.00 ",0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,SA,60,227,4294,141.1,11,20.636363636363637,0,False
5758,1982,Graduation,Married,"$65,169.00 ",0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,1,0,SP,43,1189,4307,141.5,28,42.464285714285715,0,False
2173,1952,Graduation,Widow,"$40,049.00 ",0,1,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,SP,73,32,4397,144.4,5,6.4,0,False
